"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"Studienteilnahme";"Trust_Car_1";"Trust_Car_2";"Trust_Car_3";"car_check";"Manip_Check_1";"Manip_Check_2";"Manip_Check_3";"car_comp1";"car_comp2";"car_comp3";"car_comp4";"car_comp5";"car_consc1";"car_consc2";"car_consc3";"car_consc4";"car_consc5";"car_consc6";"driv_comp1";"driv_comp2";"driv_comp3";"driv_comp4";"driv_comp5";"driv_consc1";"driv_consc2";"driv_consc3";"driv_consc4";"Resp_Bic";"Resp_Car";"Resp_Driver";"Resp_Producer";"Sex";"Age";"Car_Owner";"km_year";"Education";"Occupation";"Occupation_Sonst";"Income";"Quality_1";"Quality_2";"Quality_3";"Quality_4";"Quality_5";"Quality_6";"ext_host";"ip_addr";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail"
"315";"0";"0";"31";"3884111";"-77";"554";"4";"1";"2";"2";"4";"9";"1";"3";"4";"5";"4";"4";"4";"5";"5";"4";"4";"4";"4";"3";"3";"3";"2";"2";"2";"3";"3";"3";"3";"2";"6";"5";"5";"2";"27";"1";"14000";"5";"7";"-99";"3";"3";"4";"5";"5";"1";"1";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"6186c45b97e5c9282ee6c1a4dc52e715";"1";"0";"1574608120";"2019-11-24 15:08:40";"2019-11-24 15:17:54";"0000-00-00 00:00:00"
"316";"0";"0";"31";"3884111";"-77";"822";"3";"1";"1";"5";"5";"11";"3";"1";"1";"4";"4";"4";"5";"5";"5";"5";"5";"6";"5";"5";"3";"3";"2";"2";"4";"2";"3";"5";"5";"2";"7";"7";"5";"1";"47";"1";"18000";"5";"6";"-99";"4";"7";"1";"7";"6";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; U; Android 9; motorola one vision Build/PSAS29.160-50-3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.108 Mobile Safari/537.36 OPR/44.1.2254.143214";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"22e24c9ff04c4e3db71014ef6350915b";"1";"0";"1574616500";"2019-11-24 17:28:20";"2019-11-24 17:42:02";"0000-00-00 00:00:00"
"319";"0";"0";"31";"3884111";"-77";"309";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"7";"7";"7";"1";"32";"1";"80000";"2";"2";"-99";"2";"1";"1";"1";"1";"1";"1";"-99";"-99";"Mozilla/5.0 (Android 8.1.0; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"9a716ab8465e85a8a6cea24a63c7d809";"1";"0";"1574628027";"2019-11-24 20:40:27";"2019-11-24 20:45:36";"0000-00-00 00:00:00"
"320";"0";"0";"31";"3884111";"-77";"661";"6";"1";"2";"2";"5";"11";"3";"1";"7";"2";"2";"2";"4";"5";"2";"3";"3";"3";"3";"3";"5";"3";"3";"4";"4";"2";"2";"2";"2";"4";"4";"1";"5";"1";"39";"1";"25000";"5";"2";"-99";"3";"3";"3";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"cc96353c6d25a415c10c0f0c66f9940e";"1";"0";"1574638782";"2019-11-24 23:39:42";"2019-11-24 23:50:43";"0000-00-00 00:00:00"
"321";"0";"0";"31";"3884111";"-77";"404";"1";"1";"1";"1";"1";"3";"3";"6";"3";"3";"3";"4";"6";"3";"3";"2";"4";"2";"4";"3";"4";"4";"3";"4";"5";"6";"7";"7";"7";"1";"7";"7";"1";"1";"31";"1";"15000";"5";"7";"-99";"5";"6";"4";"5";"7";"1";"6";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/87.0.279142407 Mobile/15E148 Safari/605.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"5a02673da3417e35d027712851f724d4";"1";"0";"1574665526";"2019-11-25 07:05:26";"2019-11-25 07:12:10";"0000-00-00 00:00:00"
"324";"0";"0";"31";"3884111";"-77";"350";"3";"1";"3";"3";"4";"4";"1";"5";"5";"6";"6";"6";"6";"5";"3";"5";"3";"5";"2";"2";"6";"6";"6";"6";"5";"2";"5";"4";"4";"5";"2";"6";"2";"2";"35";"1";"10000";"4";"5";"-99";"4";"3";"2";"5";"3";"1";"4";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"e8df19187609f8caabb5828c7e84d7c8";"1";"0";"1574674049";"2019-11-25 09:27:29";"2019-11-25 09:33:19";"0000-00-00 00:00:00"
"325";"0";"0";"31";"3884111";"-77";"590";"2";"1";"3";"3";"3";"8";"5";"3";"1";"3";"3";"5";"5";"5";"5";"4";"5";"4";"4";"4";"4";"4";"5";"5";"5";"4";"4";"4";"5";"3";"5";"6";"7";"1";"35";"1";"8000";"3";"2";"-99";"4";"7";"1";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"4733fae8a6aebab1187277e05ec76397";"1";"0";"1574675294";"2019-11-25 09:48:14";"2019-11-25 09:58:04";"0000-00-00 00:00:00"
"328";"0";"0";"31";"3884111";"-77";"2209";"3";"1";"6";"6";"7";"11";"6";"7";"5";"6";"4";"5";"6";"6";"6";"7";"4";"6";"7";"5";"6";"6";"6";"7";"5";"7";"5";"3";"6";"2";"7";"2";"7";"1";"53";"1";"2000";"5";"7";"-99";"5";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"08ae529d1f018bbd89d250688cf4950a";"1";"0";"1574690524";"2019-11-25 14:02:04";"2019-11-25 14:38:53";"0000-00-00 00:00:00"
"330";"0";"0";"31";"3884111";"-77";"456";"5";"1";"1";"1";"3";"1";"7";"3";"1";"2";"2";"2";"1";"3";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"4";"4";"3";"1";"7";"7";"7";"1";"42";"1";"12000";"3";"5";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:70.0) Gecko/20100101 Firefox/70.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"b11872690e0eca38ef867b98762acd85";"1";"0";"1574692933";"2019-11-25 14:42:13";"2019-11-25 14:49:49";"0000-00-00 00:00:00"
"341";"0";"0";"31";"3884111";"-77";"1607";"2";"1";"1";"1";"6";"3";"6";"6";"2";"6";"4";"4";"4";"5";"6";"6";"6";"6";"6";"6";"4";"4";"4";"6";"6";"6";"6";"6";"6";"7";"4";"6";"4";"2";"52";"2";"5";"3";"2";"-99";"2";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 9; VTR-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"9cf78480c0eedddb1fab9f1a249af543";"1";"0";"1574710761";"2019-11-25 19:39:21";"2019-11-25 20:06:08";"0000-00-00 00:00:00"
"346";"0";"0";"31";"3884111";"-77";"363";"3";"1";"3";"5";"5";"8";"2";"5";"5";"6";"5";"5";"5";"5";"6";"6";"5";"5";"4";"5";"5";"5";"6";"5";"5";"4";"3";"4";"4";"5";"5";"6";"6";"2";"20";"1";"1500";"5";"1";"-99";"1";"6";"4";"7";"6";"1";"6";"-99";"-99";"Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.128 Mobile Safari/537.36 (Ecosia android@69.0.3497.128)";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"1dbf7e66fb2024742c0adf5b5e052ef9";"1";"0";"1574751158";"2019-11-26 06:52:38";"2019-11-26 06:58:41";"0000-00-00 00:00:00"
"348";"0";"0";"31";"3884111";"-77";"649";"1";"1";"3";"4";"1";"9";"3";"5";"2";"1";"2";"3";"3";"3";"1";"4";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"1";"7";"1";"1";"37";"1";"10000";"3";"2";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"d72fc4557b7f3419e675ef005586c2b9";"1";"0";"1574759144";"2019-11-26 09:05:44";"2019-11-26 09:16:33";"0000-00-00 00:00:00"
"350";"0";"0";"31";"3884111";"-77";"426";"1";"1";"2";"2";"2";"4";"6";"6";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"6";"6";"5";"5";"5";"4";"5";"4";"2";"40";"2";"500";"5";"7";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 6.0; HUAWEI VNS-L31 Build/HUAWEIVNS-L31) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Mobile Safari/537.36";"android-app://com.google.android.googlequicksearchbox";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"c6912fa09c44a72eab6f3cdbec1d77d1";"1";"0";"1574776968";"2019-11-26 14:02:48";"2019-11-26 14:09:54";"0000-00-00 00:00:00"
"353";"0";"0";"31";"3884111";"-77";"610";"5";"1";"1";"2";"1";"1";"1";"6";"5";"7";"3";"3";"2";"3";"1";"1";"2";"1";"2";"1";"7";"7";"7";"6";"6";"4";"4";"4";"4";"4";"7";"7";"7";"2";"53";"1";"6000";"3";"2";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"07ba1e43d76964db0dbce640a9d0df67";"1";"0";"1574790493";"2019-11-26 17:48:13";"2019-11-26 17:58:23";"0000-00-00 00:00:00"
"354";"0";"0";"31";"3884111";"-77";"437";"6";"1";"6";"7";"6";"10";"2";"3";"6";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"6";"6";"5";"4";"3";"7";"7";"7";"7";"6";"4";"7";"7";"1";"21";"1";"11500";"5";"1";"-99";"1";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"e2efe5b53abea965f17eebceca3454d3";"1";"0";"1574790570";"2019-11-26 17:49:30";"2019-11-26 17:56:47";"0000-00-00 00:00:00"
"355";"0";"0";"31";"3884111";"-77";"721";"3";"1";"7";"7";"6";"10";"1";"7";"1";"7";"7";"7";"7";"7";"4";"7";"4";"7";"4";"3";"4";"2";"2";"2";"1";"5";"5";"3";"3";"1";"4";"7";"7";"1";"58";"1";"14000";"5";"7";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"2d25c7c0131ef8e857e7282773e1473f";"1";"0";"1574791155";"2019-11-26 17:59:15";"2019-11-26 18:11:16";"0000-00-00 00:00:00"
"356";"0";"0";"31";"3884111";"-77";"779";"6";"1";"5";"5";"4";"10";"1";"6";"4";"5";"6";"7";"6";"5";"6";"5";"4";"5";"1";"1";"4";"4";"5";"3";"3";"5";"5";"3";"3";"4";"5";"3";"5";"2";"35";"1";"25000";"5";"7";"-99";"4";"6";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"6a74a5fc4ff4b101c11385a1688f4f93";"1";"0";"1574832679";"2019-11-27 05:31:19";"2019-11-27 05:44:18";"0000-00-00 00:00:00"
"357";"0";"0";"31";"3884111";"-77";"301";"4";"1";"4";"4";"6";"11";"2";"4";"6";"5";"3";"3";"3";"3";"6";"6";"5";"5";"5";"5";"6";"6";"6";"5";"5";"5";"5";"5";"4";"5";"1";"2";"7";"1";"42";"1";"12000";"4";"6";"-99";"5";"6";"4";"6";"5";"1";"6";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"9d4b5467f9d22d30799562f15d4e5125";"1";"0";"1574855090";"2019-11-27 11:44:50";"2019-11-27 11:49:51";"0000-00-00 00:00:00"
"358";"0";"0";"31";"3884111";"-77";"357";"5";"1";"1";"2";"3";"11";"6";"2";"4";"5";"5";"4";"5";"3";"5";"6";"6";"6";"3";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"4";"4";"2";"4";"1";"48";"1";"12000";"5";"7";"-99";"4";"5";"3";"6";"6";"1";"5";"-99";"-99";"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"0aba6d2195a8326925be88d7a098305c";"1";"0";"1574867904";"2019-11-27 15:18:24";"2019-11-27 15:24:21";"0000-00-00 00:00:00"
"359";"0";"0";"31";"3884111";"-77";"375";"1";"1";"2";"2";"3";"3";"4";"4";"1";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"7";"4";"2";"21";"1";"20000";"5";"1";"-99";"1";"6";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"https://deref-web-02.de/mail/client/z1-jzan9yGI/dereferrer/?redirectUrl=https%3A%2F%2Fww2.unipark.de%2Fuc%2Fcarfac2%2F";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"54ea76fb8eb7ccc4d4a10d5758f34b11";"1";"0";"1574868922";"2019-11-27 15:35:22";"2019-11-27 15:41:37";"0000-00-00 00:00:00"
"362";"0";"0";"31";"3884111";"-77";"511";"3";"1";"2";"2";"3";"9";"1";"1";"7";"4";"2";"2";"2";"2";"2";"5";"2";"4";"1";"1";"5";"4";"4";"4";"4";"2";"2";"2";"5";"1";"7";"5";"4";"2";"42";"1";"20000";"5";"6";"-99";"3";"7";"2";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"32c504456ea22c5652bcf617e427b453";"1";"0";"1575033414";"2019-11-29 13:16:54";"2019-11-29 13:25:25";"0000-00-00 00:00:00"
"364";"0";"0";"32";"3884111";"-77";"-1";"5";"1";"3";"3";"5";"11";"6";"3";"1";"5";"4";"4";"4";"4";"4";"4";"5";"4";"4";"4";"5";"5";"4";"4";"4";"4";"4";"5";"4";"2";"5";"6";"5";"1";"28";"2";"50";"5";"7";"-99";"1";"7";"1";"7";"6";"1";"4";"-99";"-99";"Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 650) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Mobile Safari/537.36 Edge/15.15254";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"0";"0";"-77";"-77";"026aa1bbdedd076d3a3517a7988d1ffe";"1";"0";"1575212934";"2019-12-01 15:08:54";"2019-12-01 20:15:51";"0000-00-00 00:00:00"
"365";"0";"0";"31";"3884111";"-77";"888";"4";"1";"3";"3";"5";"11";"4";"7";"3";"6";"4";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"4";"4";"5";"6";"4";"4";"3";"6";"5";"5";"2";"42";"1";"1000";"5";"7";"-99";"4";"6";"3";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"df66afcdd6aa44cea1ed5ebcde0226b9";"1";"0";"1575276183";"2019-12-02 08:43:03";"2019-12-02 08:57:51";"0000-00-00 00:00:00"
"366";"0";"0";"31";"3884111";"-77";"355";"2";"1";"3";"3";"3";"9";"7";"2";"1";"5";"6";"6";"6";"4";"5";"4";"4";"4";"3";"3";"3";"2";"3";"3";"2";"4";"3";"3";"3";"4";"6";"5";"4";"2";"19";"2";"1000";"5";"1";"-99";"2";"6";"2";"6";"6";"1";"5";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"c31cd0356073ac82c198c8bb22747515";"1";"0";"1575332462";"2019-12-03 00:21:02";"2019-12-03 00:26:57";"0000-00-00 00:00:00"
"367";"0";"0";"31";"3884111";"-77";"479";"3";"1";"5";"3";"6";"10";"1";"4";"4";"7";"7";"7";"7";"7";"7";"7";"7";"7";"6";"7";"7";"7";"7";"7";"7";"6";"7";"7";"6";"1";"7";"5";"7";"2";"43";"1";"8000";"5";"2";"-99";"2";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J510FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"d08ada0def09a79aa735a79aa00bb3fd";"1";"0";"1575402250";"2019-12-03 19:44:10";"2019-12-03 19:52:09";"0000-00-00 00:00:00"
"371";"0";"0";"31";"3884111";"-77";"441";"2";"1";"3";"5";"6";"9";"6";"3";"1";"3";"3";"3";"3";"3";"5";"6";"6";"5";"4";"5";"3";"3";"3";"3";"3";"6";"7";"6";"6";"3";"5";"5";"2";"1";"29";"1";"20000";"5";"7";"-99";"4";"5";"5";"6";"7";"1";"5";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"85c065604f1beb153916a51d34e7ae1c";"1";"0";"1575464786";"2019-12-04 13:06:26";"2019-12-04 13:13:47";"0000-00-00 00:00:00"
"372";"0";"0";"31";"3884111";"-77";"823";"6";"1";"2";"3";"2";"4";"4";"5";"3";"4";"4";"4";"4";"4";"5";"5";"6";"5";"4";"4";"4";"5";"5";"4";"4";"5";"5";"6";"5";"2";"5";"4";"3";"1";"39";"1";"10000";"3";"3";"-99";"3";"2";"4";"6";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"1";"1";"0";"-77";"-77";"89e1d5d13a1e12f264a89a352025396a";"1";"0";"1575464794";"2019-12-04 13:06:34";"2019-12-04 13:20:17";"0000-00-00 00:00:00"
"373";"0";"0";"31";"3884111";"-77";"496";"5";"1";"2";"2";"3";"5";"6";"2";"2";"2";"2";"2";"2";"2";"4";"4";"4";"4";"4";"4";"2";"2";"2";"2";"2";"4";"6";"6";"4";"1";"1";"7";"2";"1";"59";"1";"12000";"2";"3";"-99";"3";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"0";"0";"-77";"-77";"36d52451c37a41d192b683ee4af80589";"1";"0";"1575464946";"2019-12-04 13:09:06";"2019-12-04 13:17:22";"0000-00-00 00:00:00"
"376";"0";"0";"31";"3884111";"-77";"697";"6";"1";"3";"3";"3";"10";"2";"4";"5";"6";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"6";"6";"6";"6";"2";"7";"2";"5";"2";"45";"1";"22000";"5";"7";"-99";"4";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Linux; Android 7.0; SM-T810) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"https://deref-web-02.de/mail/mobile/z1-jzan9yGI/deref/?redirectUrl=https%3A%2F%2Fww2.unipark.de%2Fuc%2Fcarfac2%2F";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"dd7f261de2ef05a57ee215fc256410dd";"1";"0";"1575556342";"2019-12-05 14:32:22";"2019-12-05 14:43:59";"0000-00-00 00:00:00"
"377";"0";"0";"31";"3884111";"-77";"603";"2";"1";"3";"7";"7";"5";"7";"1";"1";"6";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"1";"1";"7";"1";"1";"65";"1";"20000";"5";"7";"-99";"5";"7";"1";"7";"7";"1";"7";"-99";"-99";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36";"https://email.t-online.de/em/html/mailreadview/getmsg?m=11359933221260610&f=INBOX&pmtpt=html%2Cplain&mtpp=html&ec=1";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"3884104,3884105,3884106,3884107,3884108,3884109,3884110,3884111";"0";"1";"0";"-77";"-77";"fbfd4caf373709833aab2b457eb87c76";"1";"0";"1575559014";"2019-12-05 15:16:54";"2019-12-05 15:26:57";"0000-00-00 00:00:00"
